date,WSPM,RAIN,DEWP,PRES,TEMP,O3,CO,NO2,SO2,PM10
2014-05-29 07:00:00,2.4,0.0,10.7,991.7,28.5,12.0,1100.0,90.0,8.0,147.0
2014-05-29 08:00:00,2.6,0.0,10.8,991.6,30.9,18.0,1300.0,137.0,16.0,193.0
2014-05-29 09:00:00,2.4,0.0,11.0,991.7,33.1,57.0,1200.0,113.0,20.0,184.0
2014-05-29 10:00:00,1.4,0.0,10.4,991.7,35.4,106.0,1000.0,101.0,19.0,158.0
2014-05-29 11:00:00,1.3,0.0,6.6,991.2,37.7,163.0,900.0,77.0,16.0,130.0
2014-05-29 12:00:00,1.3,0.0,4.4,990.7,39.0,194.0,700.0,49.0,12.0,81.0
2014-05-29 13:00:00,6.3,0.0,-1.9,990.5,40.6,213.0,500.0,24.0,7.0,64.0
2014-05-29 14:00:00,1.6,0.0,11.8,990.1,39.8,219.0,400.0,17.0,4.0,27.0
2014-05-29 15:00:00,3.5,0.0,13.1,990.4,38.6,168.0,300.0,12.0,2.0,17.0
2014-05-29 16:00:00,2.1,0.0,8.6,990.6,37.8,148.0,300.0,11.0,2.0,22.0
2014-05-29 17:00:00,3.0,0.0,6.5,991.1,36.3,261.0,600.0,32.0,6.0,230.0
2014-05-29 18:00:00,1.5,0.0,10.2,991.8,32.1,179.0,400.0,26.0,2.0,36.0
2014-05-29 19:00:00,0.8,0.0,12.0,992.7,28.5,146.0,500.0,52.0,2.0,118.0
2014-05-29 20:00:00,1.4,0.0,12.3,993.9,26.2,112.0,700.0,75.0,3.0,136.0
2014-05-29 21:00:00,1.8,0.0,10.5,994.4,28.9,41.0,1200.0,122.0,3.0,163.0
2014-05-29 22:00:00,0.7,0.0,13.4,995.3,25.5,48.0,1100.0,141.0,5.0,135.0
2014-05-29 23:00:00,0.3,0.0,13.2,995.6,25.0,49.0,1000.0,130.0,5.0,96.0
2014-05-30 00:00:00,0.1,0.0,12.9,995.9,22.7,27.0,1000.0,138.0,5.0,109.0
2014-05-30 01:00:00,0.1,0.0,13.1,996.4,22.3,2.0,1200.0,169.0,5.0,129.0
2014-05-30 02:00:00,2.3,0.0,13.0,997.2,27.0,11.0,1200.0,156.0,11.0,157.0
2014-05-30 03:00:00,0.8,0.0,13.9,997.9,23.5,81.0,1500.0,76.0,22.0,200.0
2014-05-30 04:00:00,1.8,0.0,11.1,998.5,26.6,128.0,2400.0,51.0,39.0,202.0
2014-05-30 05:00:00,1.2,0.0,12.5,999.5,26.4,97.0,2700.0,70.0,52.0,184.0
2014-05-30 06:00:00,2.0,0.0,11.3,1000.1,28.2,89.0,2500.0,83.0,48.0,205.0
2014-05-30 07:00:00,2.4,0.0,10.5,1000.3,29.4,149.0,3100.0,61.0,69.0,168.0
2014-05-30 08:00:00,3.6,0.0,9.9,1000.5,30.5,151.0,3300.0,71.0,67.0,176.0
2014-05-30 09:00:00,1.8,0.0,11.2,1000.5,31.4,147.0,3600.0,78.0,95.0,185.0
2014-05-30 10:00:00,2.0,0.0,11.5,1000.6,32.4,192.0,3100.0,65.0,91.0,207.0
2014-05-30 11:00:00,3.1,0.0,12.9,1000.4,32.8,218.0,3100.0,64.0,83.0,236.0
2014-05-30 12:00:00,1.8,0.0,17.0,999.8,33.2,282.0,2500.0,46.0,64.0,241.0
2014-05-30 13:00:00,1.7,0.0,15.1,999.0,34.1,306.0,1500.0,32.0,46.0,222.0
2014-05-30 14:00:00,2.3,0.0,15.7,998.4,34.3,333.0,1500.0,27.0,47.0,203.0
2014-05-30 15:00:00,1.5,0.0,15.5,998.4,34.0,347.0,1400.0,28.0,44.0,210.0
2014-05-30 16:00:00,4.1,0.0,14.8,998.4,33.2,338.0,1400.0,30.0,40.0,224.0
2014-05-30 17:00:00,2.3,0.0,13.9,998.6,32.2,325.0,1200.0,31.0,37.0,203.0
2014-05-30 18:00:00,1.4,0.0,13.4,999.3,31.1,283.0,1100.0,35.0,33.0,210.0
2014-05-30 19:00:00,1.4,0.0,14.2,999.9,28.8,263.0,1100.0,35.0,34.0,197.0
2014-05-30 20:00:00,2.2,0.0,14.8,1000.9,29.0,239.0,1100.0,36.0,29.0,198.0
2014-05-30 21:00:00,2.4,0.0,14.1,1001.6,28.2,210.0,1100.0,37.0,23.0,180.0
2014-05-30 22:00:00,1.5,0.0,14.6,1001.6,26.2,192.0,1200.0,39.0,29.0,164.0
2014-05-30 23:00:00,0.5,0.0,16.2,1001.7,23.9,154.0,1300.0,46.0,26.0,160.0
2014-05-31 00:00:00,1.2,0.0,15.9,1001.6,24.4,134.0,1200.0,47.0,26.0,130.0
2014-05-31 01:00:00,1.0,0.0,16.1,1001.4,22.8,115.0,1100.0,47.0,21.0,135.0
2014-05-31 02:00:00,0.7,0.0,16.1,1001.2,22.1,130.0,1000.0,40.0,24.0,119.0
2014-05-31 03:00:00,0.6,0.0,16.5,1001.2,21.5,114.0,1200.0,40.0,21.0,126.0
2014-05-31 04:00:00,0.2,0.0,16.5,1001.3,21.3,72.0,1300.0,44.0,16.0,130.0
2014-05-31 05:00:00,0.1,0.0,17.0,1001.6,22.1,51.0,1500.0,54.0,17.0,137.0
2014-05-31 06:00:00,1.1,0.0,16.9,1002.0,23.4,39.0,1900.0,86.0,22.0,159.0
2014-05-31 07:00:00,1.0,0.0,13.3,1002.3,27.4,63.0,2600.0,77.0,50.0,159.0
2014-05-31 08:00:00,0.8,0.0,13.9,1002.3,27.6,60.0,3200.0,86.0,81.0,188.0
2014-05-31 09:00:00,1.3,0.0,13.8,1001.6,29.6,72.0,3300.0,95.0,107.0,191.0
2014-05-31 10:00:00,1.6,0.0,13.7,1001.3,30.5,82.0,3300.0,101.0,110.0,201.0
2014-05-31 11:00:00,0.6,0.0,15.5,1001.0,31.5,127.0,3300.0,91.0,110.0,244.0
2014-05-31 12:00:00,1.0,0.0,15.2,1000.4,32.2,168.0,3400.0,85.0,113.0,253.0
2014-05-31 13:00:00,1.5,0.0,16.2,1000.0,32.3,206.0,3600.0,81.0,107.0,267.0
2014-05-31 14:00:00,1.8,0.0,16.3,999.1,32.9,254.0,3200.0,67.0,86.0,290.0
2014-05-31 15:00:00,1.3,0.0,17.0,998.7,33.2,286.0,2800.0,58.0,70.0,256.0
2014-05-31 16:00:00,1.4,0.0,16.4,998.7,32.6,301.0,2600.0,53.0,52.0,249.0
2014-05-31 17:00:00,1.3,0.0,17.1,998.4,31.2,284.0,2200.0,45.0,41.0,228.0
2014-05-31 18:00:00,0.7,0.0,20.2,998.6,28.7,282.0,2400.0,50.0,35.0,281.0
2014-05-31 19:00:00,0.8,0.0,18.7,998.6,28.9,253.0,2700.0,63.0,28.0,263.0
2014-05-31 20:00:00,0.8,0.0,22.3,999.1,28.1,197.0,2800.0,70.0,20.0,273.0
2014-05-31 21:00:00,3.6,11.5,18.9,1005.5,21.0,165.0,2500.0,69.0,18.0,234.0
2014-05-31 22:00:00,4.4,3.9,19.2,1003.2,20.7,152.0,1200.0,32.0,11.0,378.0
2014-05-31 23:00:00,1.5,0.1,17.4,1002.1,21.6,146.0,900.0,17.0,2.0,81.0
2014-06-01 00:00:00,1.8,0.0,16.5,1002.2,23.0,135.0,800.0,15.0,2.0,66.0
2014-06-01 01:00:00,1.8,0.0,17.3,1001.9,22.6,130.0,700.0,17.0,2.0,64.0
2014-06-01 02:00:00,1.0,0.0,16.0,1002.0,22.9,118.0,700.0,21.0,2.0,73.0
2014-06-01 03:00:00,1.4,0.0,15.6,1001.9,23.6,142.0,600.0,15.0,2.0,48.0
2014-06-01 04:00:00,1.2,0.0,15.5,1001.9,23.2,135.0,600.0,14.0,2.0,42.0
2014-06-01 05:00:00,2.3,0.0,14.7,1001.9,23.2,125.0,600.0,22.0,2.0,39.0
2014-06-01 06:00:00,2.5,0.0,15.4,1001.0,23.1,137.0,600.0,19.0,2.0,50.0
2014-06-01 07:00:00,2.1,0.0,15.0,1001.2,23.5,129.0,700.0,27.0,2.0,50.0
2014-06-01 08:00:00,1.5,0.0,14.5,1001.1,24.4,117.0,700.0,35.0,2.0,41.0
2014-06-01 09:00:00,1.9,0.0,13.8,1001.0,25.6,116.0,700.0,38.0,2.0,48.0
2014-06-01 10:00:00,1.9,0.0,13.4,1001.3,27.1,113.0,700.0,42.0,2.0,40.0
2014-06-01 11:00:00,2.6,0.0,12.1,1001.0,28.2,135.0,600.0,31.0,2.0,32.0
2014-06-01 12:00:00,2.1,0.0,13.0,1000.8,29.2,145.0,600.0,27.0,2.0,29.0
2014-06-01 13:00:00,1.3,0.0,12.7,1000.4,29.3,159.0,600.0,23.0,2.0,47.0
2014-06-01 14:00:00,2.4,0.0,12.9,999.6,29.5,185.0,600.0,22.0,2.0,66.0
2014-06-01 15:00:00,2.3,0.0,13.1,999.5,29.3,199.0,600.0,23.0,2.0,33.0
2014-06-01 16:00:00,5.1,0.0,17.7,1000.6,26.1,166.0,600.0,26.0,2.0,53.0
2014-06-01 17:00:00,1.3,18.3,16.9,1002.3,19.7,157.0,800.0,30.0,2.0,143.0
2014-06-01 18:00:00,0.9,0.5,17.4,1003.3,19.8,153.0,1000.0,25.0,2.0,118.0
2014-06-01 19:00:00,1.2,0.1,16.8,1003.7,19.6,108.0,800.0,24.0,2.0,72.0
2014-06-01 20:00:00,1.8,0.0,16.6,1004.8,20.2,97.0,1000.0,41.0,2.0,46.0
2014-06-01 21:00:00,1.9,0.0,16.1,1005.5,20.5,82.0,1100.0,57.0,2.0,57.0
2014-06-01 22:00:00,0.6,0.0,16.5,1006.0,19.9,97.0,900.0,41.0,2.0,53.0
2014-06-01 23:00:00,1.0,0.0,15.7,1005.9,20.5,86.0,900.0,41.0,2.0,58.0
2014-06-02 00:00:00,1.6,0.0,15.7,1005.3,20.7,75.0,800.0,39.0,2.0,56.0
2014-06-02 01:00:00,0.7,0.0,16.1,1005.4,19.4,68.0,800.0,40.0,2.0,51.0
2014-06-02 02:00:00,0.4,0.0,16.4,1005.7,18.1,49.0,700.0,43.0,2.0,58.0
2014-06-02 03:00:00,1.7,0.0,12.3,1005.8,20.3,40.0,600.0,42.0,2.0,46.0
2014-06-02 04:00:00,1.1,0.0,14.7,1005.8,18.8,94.0,400.0,26.0,2.0,22.0
2014-06-02 05:00:00,0.3,0.0,14.9,1006.1,19.2,106.0,400.0,12.0,2.0,12.0
2014-06-02 06:00:00,1.3,0.0,13.7,1006.2,20.0,118.0,400.0,14.0,2.0,15.0
2014-06-02 07:00:00,0.8,0.0,14.3,1006.7,20.9,106.0,400.0,25.0,2.0,32.0
2014-06-02 08:00:00,1.5,0.0,12.7,1006.6,21.3,99.0,400.0,32.0,2.0,40.0
2014-06-02 09:00:00,1.3,0.0,12.5,1006.4,22.3,102.0,500.0,33.0,2.0,28.0
2014-06-02 10:00:00,1.6,0.0,11.7,1006.2,23.0,111.0,500.0,30.0,2.0,17.0
2014-06-02 11:00:00,1.9,0.0,12.2,1006.0,22.9,128.0,500.0,24.0,2.0,32.0
2014-06-02 12:00:00,0.7,0.0,12.3,1005.6,23.6,132.0,500.0,19.0,2.0,17.0
2014-06-02 13:00:00,1.8,0.0,12.1,1004.8,24.5,137.0,600.0,16.0,2.0,30.0
2014-06-02 14:00:00,1.8,0.0,12.3,1003.7,25.5,144.0,600.0,19.0,3.0,43.0
2014-06-02 15:00:00,0.8,0.0,13.0,1003.2,25.1,158.0,500.0,14.0,2.0,33.0
2014-06-02 16:00:00,1.5,0.0,13.1,1002.8,25.6,162.0,500.0,17.0,2.0,51.0
2014-06-02 17:00:00,0.8,0.0,12.3,1002.9,25.8,165.0,600.0,18.0,2.0,50.0
2014-06-02 18:00:00,0.9,0.0,14.6,1003.4,23.3,168.0,500.0,19.0,2.0,51.0
2014-06-02 19:00:00,1.0,0.0,14.6,1003.7,20.5,155.0,600.0,24.0,2.0,52.0
2014-06-02 20:00:00,0.8,0.0,14.4,1004.1,19.1,129.0,600.0,35.0,2.0,72.0
2014-06-02 21:00:00,0.8,0.0,15.3,1003.9,18.6,92.0,800.0,58.0,2.0,107.0
2014-06-02 22:00:00,1.1,0.0,15.0,1003.5,18.1,61.0,900.0,85.0,2.0,74.0
2014-06-02 23:00:00,0.7,0.0,14.6,1003.2,17.1,57.0,900.0,91.0,2.0,50.0
2014-06-03 00:00:00,0.4,0.0,14.5,1002.7,16.5,54.0,700.0,82.0,2.0,84.0
2014-06-03 01:00:00,0.0,0.0,14.6,1002.0,16.2,58.0,700.0,65.0,2.0,70.0
2014-06-03 02:00:00,0.9,0.0,14.6,1001.7,15.9,39.0,800.0,74.0,2.0,53.0
2014-06-03 03:00:00,0.2,0.0,14.3,1001.5,15.6,6.0,1100.0,108.0,2.0,63.0
2014-06-03 04:00:00,0.5,0.0,14.6,1001.6,15.7,2.0,1600.0,111.0,2.0,74.0
2014-06-03 05:00:00,0.6,0.0,15.9,1002.0,17.4,6.0,900.0,96.0,2.0,49.0
2014-06-03 06:00:00,1.3,0.0,12.4,1002.5,22.5,30.0,700.0,75.0,2.0,32.0
2014-06-03 07:00:00,1.2,0.0,12.4,1002.7,24.8,62.0,600.0,51.0,2.0,30.0
2014-06-03 08:00:00,2.3,0.0,11.2,1002.4,26.3,84.0,500.0,43.0,2.0,22.0
2014-06-03 09:00:00,2.0,0.0,11.5,1002.1,28.0,87.0,600.0,46.0,7.0,52.0
2014-06-03 10:00:00,2.0,0.0,11.6,1001.7,29.1,97.0,600.0,45.0,10.0,52.0
2014-06-03 11:00:00,2.0,0.0,12.2,1001.0,29.7,117.0,600.0,38.0,19.0,62.0
2014-06-03 12:00:00,2.9,0.0,12.1,1000.4,30.7,141.0,600.0,26.0,12.0,30.0
2014-06-03 13:00:00,1.4,0.0,11.8,1000.2,30.9,161.0,500.0,21.0,2.0,30.0
2014-06-03 14:00:00,1.1,0.0,13.7,999.6,31.5,155.0,600.0,26.0,4.0,71.0
2014-06-03 15:00:00,1.6,0.0,12.0,999.6,31.1,198.0,1000.0,21.0,10.0,58.0
2014-06-03 16:00:00,2.9,0.0,14.1,999.4,30.9,198.0,1000.0,21.0,16.0,87.0
2014-06-03 17:00:00,1.0,0.0,13.0,999.5,30.2,198.0,1200.0,25.0,16.0,92.0
2014-06-03 18:00:00,1.1,0.0,12.9,999.9,28.6,198.0,1200.0,28.0,15.0,110.0
2014-06-03 19:00:00,1.1,0.0,13.3,1000.6,26.9,198.0,1100.0,31.0,12.0,76.0
2014-06-03 20:00:00,0.6,0.0,15.1,1000.8,24.5,198.0,900.0,36.0,7.0,61.0
2014-06-03 21:00:00,0.6,0.0,16.2,1001.3,22.6,198.0,1200.0,59.0,6.0,134.0
2014-06-03 22:00:00,1.8,0.0,13.5,1001.8,25.0,198.0,1300.0,104.0,4.0,157.0
2014-06-03 23:00:00,0.5,0.0,13.9,1001.6,24.7,198.0,1300.0,104.0,7.0,99.0
2014-06-04 00:00:00,0.6,0.0,13.9,1001.5,22.3,198.0,1000.0,65.0,16.0,101.0
2014-06-04 01:00:00,0.1,0.0,15.7,1001.5,19.9,198.0,1200.0,76.0,18.0,113.0
2014-06-04 02:00:00,0.7,0.0,15.7,1001.3,19.6,198.0,1800.0,68.0,17.0,107.0
2014-06-04 03:00:00,0.1,0.0,16.1,1001.0,19.3,198.0,2000.0,89.0,13.0,119.0
2014-06-04 04:00:00,0.8,0.0,15.7,1001.1,19.0,155.0,1600.0,72.0,10.0,89.0
2014-06-04 05:00:00,0.7,0.0,17.6,1001.0,19.8,155.0,1400.0,67.0,9.0,101.0
2014-06-04 06:00:00,0.6,0.0,17.2,1001.3,22.5,155.0,1500.0,90.0,8.0,125.0
2014-06-04 07:00:00,1.0,0.0,14.6,1001.1,25.5,155.0,1500.0,93.0,11.0,118.0
2014-06-04 08:00:00,1.4,0.0,14.7,1001.0,27.0,155.0,1400.0,95.0,17.0,131.0
2014-06-04 09:00:00,1.7,0.0,14.4,1000.9,27.0,155.0,1400.0,85.0,20.0,114.0
2014-06-04 10:00:00,2.4,0.0,13.4,1000.4,27.5,155.0,1000.0,52.0,16.0,71.0
2014-06-04 11:00:00,1.8,0.0,13.8,999.7,27.5,155.0,900.0,31.0,12.0,87.0
2014-06-04 12:00:00,2.5,0.0,14.7,999.2,28.9,155.0,700.0,19.0,7.0,42.0
2014-06-04 13:00:00,1.6,0.0,13.8,998.5,28.7,179.0,800.0,21.0,9.0,85.0
2014-06-04 14:00:00,2.1,0.0,14.9,998.5,27.9,212.0,900.0,20.0,12.0,65.0
2014-06-04 15:00:00,1.7,0.0,14.8,998.5,27.4,211.0,900.0,21.0,10.0,77.0
2014-06-04 16:00:00,1.6,0.0,16.3,998.3,27.0,189.0,1100.0,30.0,9.0,98.0
2014-06-04 17:00:00,1.4,0.0,17.4,998.2,25.8,165.0,900.0,37.0,8.0,77.0
2014-06-04 18:00:00,0.9,0.0,19.3,998.2,24.5,163.0,1100.0,44.0,8.0,115.0
2014-06-04 19:00:00,0.9,0.0,18.3,998.3,23.6,153.0,900.0,51.0,7.0,105.0
2014-06-04 20:00:00,0.7,0.0,18.3,998.7,23.4,126.0,900.0,58.0,6.0,79.0
2014-06-04 21:00:00,0.0,0.0,19.2,998.7,23.0,90.0,1000.0,76.0,5.0,108.0
2014-06-04 22:00:00,0.4,0.0,18.2,998.9,22.9,56.0,1000.0,89.0,4.0,150.0
2014-06-04 23:00:00,0.5,0.0,19.5,999.1,22.7,55.0,1000.0,79.0,4.0,72.0
2014-06-05 00:00:00,0.6,0.0,18.5,998.6,22.5,44.0,1400.0,90.0,4.0,72.0
2014-06-05 01:00:00,0.6,0.0,17.6,998.4,21.2,3.0,1600.0,152.0,8.0,163.0
2014-06-05 02:00:00,1.1,0.0,16.6,998.7,21.9,29.0,1300.0,115.0,8.0,127.0
2014-06-05 03:00:00,0.8,0.0,17.6,999.0,20.6,31.0,1400.0,86.0,6.0,134.0
2014-06-05 04:00:00,0.2,0.0,17.6,999.3,19.8,35.0,1100.0,65.0,6.0,121.0
2014-06-05 05:00:00,0.2,0.0,18.6,999.5,20.5,25.0,1100.0,63.0,5.0,101.0
2014-06-05 06:00:00,0.9,0.0,16.1,999.7,24.4,12.0,1200.0,67.0,4.0,137.0
2014-06-05 07:00:00,1.8,0.0,17.0,999.8,26.2,13.0,1400.0,77.0,8.0,131.0
2014-06-05 08:00:00,1.7,0.0,15.8,999.7,27.8,48.0,1200.0,75.0,19.0,94.0
2014-06-05 09:00:00,0.5,0.0,17.9,999.4,28.1,78.0,1200.0,64.0,34.0,107.0
2014-06-05 10:00:00,1.8,0.0,15.1,999.0,30.2,108.0,1300.0,56.0,41.0,107.0
2014-06-05 11:00:00,1.8,0.0,14.3,998.5,31.1,152.0,1000.0,38.0,30.0,68.0
2014-06-05 12:00:00,0.9,0.0,14.3,997.9,32.1,188.0,800.0,21.0,18.0,47.0
2014-06-05 13:00:00,1.9,0.0,15.5,997.4,32.5,220.0,800.0,21.0,15.0,51.0
2014-06-05 14:00:00,1.6,0.0,16.2,996.7,32.8,235.0,700.0,17.0,10.0,522.0
2014-06-05 15:00:00,2.2,0.0,15.5,996.4,32.5,247.0,800.0,19.0,8.0,80.0
2014-06-05 16:00:00,2.0,0.0,15.4,996.0,31.9,274.0,800.0,24.0,9.0,99.0
2014-06-05 17:00:00,1.6,0.0,16.1,995.8,31.8,284.0,900.0,27.0,10.0,86.0
2014-06-05 18:00:00,1.7,0.0,15.6,996.0,30.8,248.0,1000.0,30.0,9.0,95.0
2014-06-05 19:00:00,1.2,0.0,15.8,996.1,29.3,222.0,800.0,33.0,7.0,100.0
2014-06-05 20:00:00,1.4,0.0,16.4,996.8,28.1,174.0,900.0,47.0,6.0,104.0
2014-06-05 21:00:00,1.2,0.0,16.7,997.0,27.1,140.0,900.0,58.0,5.0,135.0
2014-06-05 22:00:00,0.9,0.0,17.8,996.8,26.8,117.0,1100.0,74.0,7.0,166.0
2014-06-05 23:00:00,0.6,0.0,17.8,996.8,25.1,125.0,1100.0,69.0,9.0,172.0
2014-06-06 00:00:00,1.0,0.0,18.2,997.2,24.3,109.0,1200.0,69.0,10.0,182.0
2014-06-06 01:00:00,0.7,0.0,17.9,997.0,23.7,94.0,1300.0,68.0,10.0,174.0
2014-06-06 02:00:00,0.9,0.0,18.5,996.7,22.7,85.0,1200.0,59.0,11.0,170.0
2014-06-06 03:00:00,1.4,0.0,17.6,997.1,24.9,49.0,1200.0,91.0,11.0,172.0
2014-06-06 04:00:00,1.4,0.0,18.7,997.9,24.5,19.0,1600.0,71.0,13.0,217.0
2014-06-06 05:00:00,2.5,0.0,18.4,997.9,24.7,16.0,1600.0,50.0,11.0,141.0
2014-06-06 06:00:00,1.5,0.0,18.2,997.7,24.7,31.0,1100.0,47.0,9.0,99.0
2014-06-06 07:00:00,1.9,0.0,18.2,997.9,24.7,33.0,1200.0,51.0,12.0,100.0
2014-06-06 08:00:00,2.6,0.0,18.7,997.5,25.5,31.0,2100.0,62.0,21.0,143.0
2014-06-06 09:00:00,2.4,0.0,19.2,997.3,26.3,38.0,2700.0,71.0,30.0,159.0
2014-06-06 10:00:00,2.4,0.0,19.0,997.2,26.6,44.0,2900.0,81.0,36.0,176.0
2014-06-06 11:00:00,1.6,2.3,17.7,998.7,23.5,76.0,2900.0,72.0,37.0,165.0
2014-06-06 12:00:00,1.1,8.2,17.9,998.4,19.8,102.0,2500.0,63.0,35.0,159.0
2014-06-06 13:00:00,1.4,6.0,17.9,998.7,19.4,55.0,1100.0,37.0,7.0,44.0
2014-06-06 14:00:00,2.3,2.8,18.3,997.8,19.6,58.0,600.0,27.0,2.0,6.0
2014-06-06 15:00:00,2.6,0.1,16.5,997.8,19.5,75.0,500.0,21.0,2.0,5.0
2014-06-06 16:00:00,3.0,0.8,16.6,998.2,19.6,68.0,500.0,25.0,2.0,6.0
2014-06-06 17:00:00,2.0,0.3,17.0,998.5,19.8,64.0,500.0,29.0,2.0,9.0
2014-06-06 18:00:00,1.6,0.0,16.7,998.4,20.1,61.0,500.0,27.0,2.0,24.0
2014-06-06 19:00:00,1.3,0.0,16.1,998.9,19.4,50.0,600.0,39.0,2.0,7.0
2014-06-06 20:00:00,1.3,0.0,15.5,999.2,19.4,47.0,500.0,39.0,2.0,13.0
2014-06-06 21:00:00,0.6,0.0,15.8,999.1,17.6,39.0,600.0,48.0,2.0,14.0
2014-06-06 22:00:00,0.9,0.0,15.6,998.9,16.4,41.0,600.0,41.0,2.0,8.0
2014-06-06 23:00:00,0.8,0.0,15.6,998.8,16.2,25.0,600.0,43.0,2.0,18.0
2014-06-07 00:00:00,1.3,0.0,15.9,998.5,16.5,20.0,600.0,46.0,2.0,23.0
2014-06-07 01:00:00,0.1,0.0,14.9,998.2,15.5,21.0,500.0,41.0,2.0,13.0
2014-06-07 02:00:00,0.5,0.0,14.3,998.3,14.8,12.0,600.0,44.0,2.0,14.0
2014-06-07 03:00:00,0.9,0.0,14.2,998.5,15.0,4.0,700.0,50.0,2.0,19.0
2014-06-07 04:00:00,0.3,0.0,13.2,998.6,15.9,2.0,600.0,60.0,2.0,23.0
2014-06-07 05:00:00,1.6,0.0,11.8,998.9,19.0,12.0,500.0,46.0,2.0,13.0
2014-06-07 06:00:00,1.2,0.0,12.1,999.1,21.2,40.0,400.0,28.0,2.0,6.0
2014-06-07 07:00:00,3.1,0.0,8.9,999.1,22.9,50.0,400.0,26.0,2.0,7.0
2014-06-07 08:00:00,2.2,0.0,8.0,999.3,24.0,56.0,400.0,30.0,2.0,8.0
2014-06-07 09:00:00,4.6,0.0,7.4,999.0,24.8,84.0,300.0,20.0,3.0,5.0
2014-06-07 10:00:00,3.8,0.0,8.1,998.9,25.6,104.0,300.0,12.0,2.0,5.0
2014-06-07 11:00:00,2.1,0.0,8.4,998.4,26.4,107.0,300.0,12.0,2.0,15.0
2014-06-07 12:00:00,3.6,0.0,8.6,997.5,27.8,110.0,300.0,11.0,2.0,5.0
2014-06-07 13:00:00,2.7,0.0,9.8,996.6,28.6,110.0,300.0,11.0,2.0,11.0
2014-06-07 14:00:00,2.6,0.0,7.2,995.6,29.3,110.0,300.0,10.0,2.0,5.0
2014-06-07 15:00:00,0.9,0.0,8.1,995.0,30.3,108.0,300.0,11.0,2.0,5.0
2014-06-07 16:00:00,1.6,0.0,6.9,995.0,30.3,109.0,300.0,11.0,2.0,8.0
2014-06-07 17:00:00,1.4,0.0,6.9,995.0,30.3,109.0,300.0,13.0,2.0,6.0
2014-06-07 18:00:00,1.0,0.0,13.0,995.2,27.0,110.0,300.0,15.0,2.0,17.0
2014-06-07 19:00:00,0.8,0.0,12.9,995.6,25.0,103.0,300.0,18.0,2.0,68.0
2014-06-07 20:00:00,1.5,0.0,11.9,996.3,24.3,84.0,500.0,40.0,2.0,101.0
2014-06-07 21:00:00,1.4,0.0,11.6,996.4,23.9,108.0,500.0,38.0,3.0,68.0
2014-06-07 22:00:00,0.4,0.0,13.8,996.8,19.9,94.0,600.0,46.0,2.0,56.0
2014-06-07 23:00:00,0.4,0.0,14.6,996.7,18.9,62.0,600.0,62.0,2.0,52.0
2014-06-08 00:00:00,0.2,0.0,14.1,996.2,18.0,22.0,800.0,89.0,2.0,76.0
2014-06-08 01:00:00,0.5,0.0,13.6,995.9,17.7,14.0,800.0,93.0,2.0,67.0
2014-06-08 02:00:00,1.2,0.0,11.9,996.3,20.5,17.0,900.0,85.0,2.0,49.0
2014-06-08 03:00:00,0.3,0.0,12.2,996.7,20.5,5.0,700.0,88.0,3.0,29.0
2014-06-08 04:00:00,1.1,0.0,11.8,996.9,20.1,2.0,500.0,81.0,3.0,53.0
2014-06-08 05:00:00,2.9,0.0,11.9,996.2,20.5,2.0,600.0,77.0,4.0,57.0
2014-06-08 06:00:00,1.1,0.0,11.8,996.5,20.6,4.0,500.0,72.0,5.0,46.0
2014-06-08 07:00:00,1.9,0.0,13.0,996.3,22.5,8.0,600.0,66.0,6.0,53.0
2014-06-08 08:00:00,2.0,0.0,11.6,996.3,23.6,19.0,900.0,58.0,13.0,62.0
2014-06-08 09:00:00,2.2,0.0,13.2,996.0,25.3,36.0,1200.0,57.0,23.0,80.0
2014-06-08 10:00:00,2.2,0.0,13.4,995.5,27.0,51.0,1800.0,61.0,37.0,110.0
2014-06-08 11:00:00,1.8,0.0,13.2,994.7,28.5,83.0,1600.0,58.0,34.0,71.0
2014-06-08 12:00:00,1.9,0.0,12.3,993.6,29.4,121.0,1400.0,53.0,27.0,69.0
2014-06-08 13:00:00,1.5,0.0,13.5,992.9,28.8,149.0,1400.0,49.0,25.0,58.0
2014-06-08 14:00:00,4.1,0.6,12.1,995.3,22.5,191.0,1100.0,39.0,19.0,80.0
2014-06-08 15:00:00,0.8,1.4,15.9,995.1,19.2,211.0,800.0,29.0,11.0,79.0
2014-06-08 16:00:00,1.3,0.1,14.7,995.4,21.8,103.0,400.0,24.0,2.0,131.0
2014-06-08 17:00:00,1.8,0.0,15.6,995.9,22.0,68.0,600.0,49.0,2.0,13.0
2014-06-08 18:00:00,1.5,0.0,15.4,995.3,22.3,59.0,600.0,61.0,2.0,23.0
2014-06-08 19:00:00,1.4,0.0,15.8,995.0,19.1,53.0,700.0,70.0,2.0,31.0
2014-06-08 20:00:00,0.7,0.0,15.2,995.8,18.5,22.0,900.0,98.0,2.0,99.0
2014-06-08 21:00:00,0.1,0.0,15.7,995.9,18.1,16.0,900.0,97.0,2.0,65.0
2014-06-08 22:00:00,0.5,0.0,14.8,995.8,17.9,9.0,1000.0,98.0,2.0,60.0
2014-06-08 23:00:00,0.9,0.0,15.1,996.1,16.9,2.0,1200.0,105.0,2.0,74.0
2014-06-09 00:00:00,0.6,0.0,14.9,996.2,17.1,2.0,1200.0,104.0,2.0,80.0
2014-06-09 01:00:00,0.6,0.0,15.0,996.0,17.2,2.0,1100.0,102.0,2.0,65.0
