date,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyViibility,HourlyWindSpeed
2017-05-27 19:50:00,30.06,21.0,43.0,42.0,6.21,11.0
2017-05-27 20:50:00,30.03,19.0,41.0,42.0,6.21,8.0
2017-05-27 21:50:00,30.03,19.0,41.0,42.0,6.21,7.0
2017-05-27 22:50:00,30.0,21.0,39.0,48.0,6.21,5.0
2017-05-27 23:50:00,29.97,21.0,39.0,48.0,6.21,5.0
2017-05-28 00:50:00,29.94,23.0,39.0,52.0,6.21,7.0
2017-05-28 01:50:00,29.88,23.0,39.0,52.0,6.21,2.0
2017-05-28 02:50:00,29.85,25.0,37.0,60.0,6.21,0.0
2017-05-28 03:50:00,29.83,25.0,37.0,60.0,6.21,0.0
2017-05-28 04:50:00,29.77,25.0,41.0,53.0,6.21,6.0
2017-05-28 05:50:00,29.74,25.0,41.0,53.0,6.21,0.0
2017-05-28 06:50:00,29.74,30.0,41.0,66.0,6.21,11.0
2017-05-28 07:50:00,29.71,34.0,37.0,87.0,6.21,11.0
2017-05-28 08:50:00,29.71,34.0,37.0,87.0,6.21,5.0
2017-05-28 09:50:00,29.68,36.0,39.0,87.0,6.21,9.0
2017-05-28 10:50:00,29.68,37.0,43.0,81.0,6.21,11.0
2017-05-28 11:50:00,29.68,36.0,43.0,76.0,6.21,10.0
2017-05-28 12:50:00,29.71,34.0,41.0,76.0,6.21,8.0
2017-05-28 13:50:00,29.74,34.0,43.0,71.0,6.21,3.0
2017-05-28 14:50:00,29.77,32.0,43.0,66.0,6.21,7.0
2017-05-28 15:50:00,29.77,32.0,45.0,61.0,6.21,5.0
2017-05-28 16:50:00,29.8,32.0,43.0,66.0,6.21,3.0
2017-05-28 17:50:00,29.8,32.0,43.0,66.0,6.21,8.0
2017-05-28 18:50:00,29.83,34.0,41.0,76.0,6.21,11.0
2017-05-28 19:50:00,29.85,32.0,39.0,75.0,6.21,13.0
2017-05-28 20:50:00,29.85,32.0,39.0,75.0,6.21,9.0
2017-05-28 21:50:00,29.88,32.0,39.0,75.0,6.21,13.0
2017-05-28 22:50:00,29.91,30.0,37.0,75.0,6.21,11.0
2017-05-28 23:50:00,29.91,28.0,37.0,70.0,6.21,15.0
2017-05-29 00:50:00,29.91,30.0,36.0,81.0,6.21,14.0
2017-05-29 01:50:00,29.91,30.0,36.0,81.0,6.21,9.0
2017-05-29 02:50:00,29.91,30.0,36.0,81.0,6.21,8.0
2017-05-29 03:50:00,29.91,25.0,36.0,65.0,6.21,3.0
2017-05-29 04:50:00,29.94,21.0,37.0,52.0,6.21,15.0
2017-05-29 05:50:00,29.94,21.0,37.0,52.0,6.21,11.0
2017-05-29 06:50:00,29.94,21.0,37.0,52.0,6.21,13.0
2017-05-29 07:50:00,29.91,19.0,39.0,45.0,6.21,7.0
2017-05-29 08:50:00,29.91,19.0,39.0,45.0,6.21,11.0
2017-05-29 09:50:00,29.91,21.0,41.0,45.0,6.21,10.0
2017-05-29 10:50:00,29.88,23.0,39.0,52.0,6.21,13.0
2017-05-29 11:50:00,29.91,32.0,37.0,81.0,3.73,13.0
2017-05-29 12:50:00,29.91,32.0,37.0,81.0,6.21,17.0
2017-05-29 13:50:00,29.91,30.0,37.0,75.0,5.59,13.0
2017-05-29 14:50:00,29.94,32.0,36.0,87.0,6.21,15.0
2017-05-29 15:50:00,29.94,28.0,37.0,70.0,6.21,15.0
2017-05-29 16:50:00,29.94,28.0,36.0,75.0,6.21,13.0
2017-05-29 17:50:00,29.91,28.0,36.0,75.0,6.21,11.0
2017-05-29 18:50:00,29.91,30.0,37.0,75.0,6.21,8.0
2017-05-29 19:50:00,29.91,28.0,36.0,75.0,6.21,3.0
2017-05-29 20:50:00,29.91,27.0,36.0,70.0,6.21,9.0
2017-05-29 21:50:00,29.91,28.0,36.0,75.0,6.21,6.0
2017-05-29 22:50:00,29.88,30.0,34.0,87.0,6.21,6.0
2017-05-29 23:50:00,29.85,27.0,34.0,75.0,6.21,5.0
2017-05-30 00:50:00,29.85,28.0,34.0,81.0,4.35,8.0
2017-05-30 01:50:00,29.85,27.0,36.0,70.0,6.21,7.0
2017-05-30 02:50:00,29.83,32.0,32.0,100.0,6.21,3.0
2017-05-30 03:50:00,29.83,32.0,32.0,100.0,6.21,3.0
2017-05-30 04:50:00,29.8,30.0,34.0,87.0,6.21,9.0
2017-05-30 05:50:00,29.8,30.0,34.0,87.0,6.21,9.0
2017-05-30 06:50:00,29.8,30.0,36.0,81.0,6.21,11.0
2017-05-30 07:50:00,29.77,30.0,36.0,81.0,6.21,9.0
2017-05-30 08:50:00,29.77,28.0,37.0,70.0,6.21,13.0
2017-05-30 09:50:00,29.77,27.0,39.0,61.0,6.21,13.0
2017-05-30 10:50:00,29.74,28.0,41.0,61.0,6.21,13.0
2017-05-30 11:50:00,29.74,28.0,39.0,65.0,6.21,9.0
2017-05-30 12:50:00,29.74,30.0,37.0,75.0,6.21,10.0
2017-05-30 13:50:00,29.71,27.0,39.0,61.0,6.21,11.0
2017-05-30 14:50:00,29.71,30.0,36.0,81.0,5.59,13.0
2017-05-30 15:50:00,29.68,32.0,36.0,87.0,6.21,6.0
2017-05-30 16:50:00,29.68,32.0,36.0,87.0,6.21,7.0
2017-05-30 17:50:00,29.65,30.0,37.0,75.0,6.21,13.0
2017-05-30 18:50:00,29.62,28.0,37.0,70.0,6.21,10.0
2017-05-30 19:50:00,29.62,28.0,37.0,70.0,6.21,11.0
2017-05-30 20:50:00,29.59,28.0,37.0,70.0,6.21,7.0
2017-05-30 21:50:00,29.59,32.0,34.0,93.0,6.21,2.0
2017-05-30 22:50:00,29.59,32.0,34.0,93.0,6.21,3.0
2017-05-30 23:50:00,29.56,30.0,34.0,87.0,6.21,3.0
2017-05-31 00:50:00,29.56,30.0,34.0,87.0,6.21,3.0
2017-05-31 01:50:00,29.56,28.0,34.0,81.0,6.21,3.0
2017-05-31 02:50:00,29.53,28.0,34.0,81.0,6.21,2.0
2017-05-31 03:50:00,29.53,30.0,34.0,87.0,6.21,2.0
2017-05-31 04:50:00,29.53,32.0,36.0,87.0,6.21,0.0
2017-05-31 05:50:00,29.5,32.0,36.0,87.0,6.21,3.0
2017-05-31 06:50:00,29.5,30.0,37.0,75.0,6.21,3.0
2017-05-31 07:50:00,29.5,32.0,37.0,81.0,6.21,8.0
2017-05-31 08:50:00,29.53,32.0,39.0,75.0,6.21,13.0
2017-05-31 09:50:00,29.53,30.0,41.0,66.0,6.21,11.0
2017-05-31 10:50:00,29.53,30.0,43.0,61.0,6.21,9.0
2017-05-31 11:50:00,29.53,32.0,43.0,66.0,6.21,13.0
2017-05-31 12:50:00,29.53,28.0,41.0,61.0,6.21,9.0
2017-05-31 13:50:00,29.53,28.0,43.0,57.0,6.21,15.0
2017-05-31 14:50:00,29.56,28.0,45.0,53.0,6.21,14.0
2017-05-31 15:50:00,29.56,28.0,43.0,57.0,6.21,15.0
2017-05-31 16:50:00,29.56,28.0,41.0,61.0,6.21,14.0
2017-05-31 17:50:00,29.56,28.0,43.0,57.0,6.21,11.0
2017-05-31 18:50:00,29.59,30.0,39.0,70.0,6.21,10.0
2017-05-31 19:50:00,29.59,30.0,36.0,81.0,6.21,3.0
2017-05-31 20:50:00,29.59,30.0,37.0,75.0,6.21,6.0
2017-05-31 21:50:00,29.62,30.0,37.0,75.0,6.21,3.0
2017-05-31 22:50:00,29.62,32.0,36.0,87.0,6.21,8.0
2017-05-31 23:50:00,29.65,28.0,34.0,81.0,6.21,6.0
2017-06-01 00:50:00,29.65,30.0,36.0,81.0,6.21,7.0
2017-06-01 01:50:00,29.68,28.0,34.0,81.0,6.21,6.0
2017-06-01 02:50:00,29.68,28.0,37.0,70.0,6.21,8.0
2017-06-01 03:50:00,29.71,28.0,37.0,70.0,6.21,7.0
2017-06-01 04:50:00,29.71,28.0,37.0,70.0,6.21,7.0
2017-06-01 05:50:00,29.71,28.0,39.0,65.0,6.21,6.0
2017-06-01 06:50:00,29.74,28.0,41.0,61.0,6.21,5.0
2017-06-01 07:50:00,29.77,27.0,41.0,57.0,6.21,7.0
2017-06-01 08:50:00,29.77,27.0,43.0,53.0,6.21,7.0
2017-06-01 09:50:00,29.8,27.0,45.0,49.0,6.21,9.0
2017-06-01 10:50:00,29.8,27.0,45.0,49.0,6.21,11.0
2017-06-01 11:50:00,29.83,27.0,45.0,49.0,6.21,9.0
2017-06-01 12:50:00,29.85,28.0,45.0,53.0,6.21,14.0
2017-06-01 13:50:00,29.88,28.0,45.0,53.0,6.21,9.0
2017-06-01 14:50:00,29.88,28.0,45.0,53.0,6.21,9.0
2017-06-01 15:50:00,29.91,28.0,45.0,53.0,6.21,10.0
2017-06-01 16:50:00,29.94,28.0,45.0,53.0,6.21,13.0
2017-06-01 17:50:00,29.94,27.0,45.0,49.0,6.21,13.0
2017-06-01 18:50:00,29.97,27.0,45.0,49.0,6.21,11.0
2017-06-01 19:50:00,30.0,28.0,43.0,57.0,6.21,11.0
2017-06-01 20:50:00,30.03,27.0,41.0,57.0,6.21,11.0
2017-06-01 21:50:00,30.03,27.0,39.0,61.0,6.21,10.0
2017-06-01 22:50:00,30.06,25.0,39.0,56.0,6.21,7.0
2017-06-01 23:50:00,30.06,25.0,37.0,60.0,6.21,6.0
2017-06-02 00:50:00,30.09,27.0,37.0,65.0,6.21,3.0
2017-06-02 01:50:00,30.09,25.0,34.0,70.0,6.21,2.0
2017-06-02 02:50:00,30.09,25.0,37.0,60.0,6.21,0.0
2017-06-02 03:50:00,30.12,27.0,36.0,70.0,6.21,0.0
2017-06-02 04:50:00,30.12,27.0,39.0,61.0,6.21,8.0
2017-06-02 05:50:00,30.12,25.0,41.0,53.0,6.21,5.0
2017-06-02 06:50:00,30.12,27.0,41.0,57.0,6.21,6.0
2017-06-02 07:50:00,30.12,28.0,41.0,61.0,6.21,9.0
2017-06-02 08:50:00,30.12,28.0,43.0,57.0,6.21,11.0
2017-06-02 09:50:00,30.15,32.0,43.0,66.0,6.21,11.0
2017-06-02 10:50:00,30.15,30.0,45.0,57.0,6.21,11.0
2017-06-02 11:50:00,30.15,28.0,43.0,57.0,6.21,11.0
2017-06-02 12:50:00,30.15,28.0,45.0,53.0,6.21,14.0
2017-06-02 13:50:00,30.15,28.0,45.0,53.0,6.21,11.0
2017-06-02 14:50:00,30.15,27.0,43.0,53.0,6.21,11.0
2017-06-02 15:50:00,30.18,27.0,46.0,46.0,6.21,11.0
2017-06-02 16:50:00,30.18,27.0,45.0,49.0,6.21,14.0
2017-06-02 17:50:00,30.15,28.0,45.0,53.0,6.21,13.0
2017-06-02 18:50:00,30.15,28.0,45.0,53.0,6.21,10.0
2017-06-02 19:50:00,30.15,28.0,43.0,57.0,6.21,8.0
2017-06-02 20:50:00,30.15,27.0,41.0,57.0,6.21,8.0
2017-06-02 21:50:00,30.15,28.0,39.0,65.0,6.21,6.0
2017-06-02 22:50:00,30.15,27.0,36.0,70.0,6.21,3.0
2017-06-02 23:50:00,30.15,27.0,32.0,80.0,6.21,0.0
2017-06-03 00:50:00,30.15,28.0,32.0,87.0,6.21,3.0
2017-06-03 01:50:00,30.15,27.0,32.0,80.0,6.21,5.0
2017-06-03 02:50:00,30.15,28.0,34.0,81.0,6.21,2.0
2017-06-03 03:50:00,30.15,28.0,37.0,70.0,6.21,0.0
2017-06-03 04:50:00,30.15,28.0,41.0,61.0,6.21,0.0
2017-06-03 05:50:00,30.12,28.0,41.0,61.0,6.21,3.0
2017-06-03 06:50:00,30.12,28.0,41.0,61.0,6.21,2.0
2017-06-03 07:50:00,30.12,27.0,43.0,53.0,6.21,8.0
2017-06-03 08:50:00,30.12,27.0,43.0,53.0,6.21,9.0
2017-06-03 09:50:00,30.09,28.0,45.0,53.0,6.21,9.0
2017-06-03 10:50:00,30.09,28.0,45.0,53.0,6.21,11.0
2017-06-03 11:50:00,30.09,28.0,46.0,50.0,6.21,10.0
2017-06-03 12:50:00,30.09,28.0,46.0,50.0,6.21,10.0
2017-06-03 13:50:00,30.06,28.0,48.0,46.0,6.21,8.0
2017-06-03 14:50:00,30.06,28.0,48.0,46.0,6.21,8.0
2017-06-03 15:50:00,30.06,28.0,48.0,46.0,6.21,8.0
2017-06-03 16:50:00,30.06,28.0,48.0,46.0,6.21,9.0
2017-06-03 17:50:00,30.03,28.0,46.0,50.0,6.21,13.0
2017-06-03 18:50:00,30.03,28.0,45.0,53.0,6.21,8.0
2017-06-03 19:50:00,30.03,28.0,43.0,57.0,6.21,9.0
2017-06-03 20:50:00,30.03,28.0,43.0,57.0,6.21,5.0
2017-06-03 21:50:00,30.0,28.0,41.0,61.0,6.21,6.0
2017-06-03 22:50:00,30.0,28.0,39.0,65.0,6.21,8.0
2017-06-03 23:50:00,30.0,30.0,37.0,75.0,6.21,7.0
2017-06-04 00:50:00,30.0,28.0,34.0,81.0,6.21,0.0
2017-06-04 01:50:00,30.0,30.0,32.0,93.0,6.21,1.0
2017-06-04 02:50:00,30.0,28.0,32.0,87.0,6.21,5.0
2017-06-04 03:50:00,29.97,30.0,39.0,70.0,6.21,3.0
2017-06-04 04:50:00,29.97,30.0,39.0,70.0,6.21,5.0
2017-06-04 05:50:00,29.97,30.0,39.0,70.0,6.21,8.0
2017-06-04 06:50:00,29.94,30.0,43.0,61.0,6.21,8.0
2017-06-04 07:50:00,29.94,28.0,43.0,57.0,6.21,9.0
2017-06-04 08:50:00,29.94,30.0,43.0,61.0,6.21,10.0
2017-06-04 09:50:00,29.91,28.0,45.0,53.0,6.21,6.0
2017-06-04 10:50:00,29.91,28.0,46.0,50.0,6.21,8.0
2017-06-04 11:50:00,29.91,28.0,46.0,50.0,6.21,8.0
2017-06-04 12:50:00,29.88,30.0,48.0,50.0,6.21,9.0
2017-06-04 13:50:00,29.88,30.0,48.0,50.0,6.21,9.0
2017-06-04 14:50:00,29.88,28.0,48.0,46.0,6.21,11.0
2017-06-04 15:50:00,29.85,30.0,48.0,50.0,6.21,10.0
2017-06-04 16:50:00,29.85,30.0,48.0,50.0,6.21,11.0
2017-06-04 17:50:00,29.83,28.0,48.0,46.0,6.21,11.0
2017-06-04 18:50:00,29.83,32.0,46.0,57.0,6.21,11.0
2017-06-04 19:50:00,29.83,32.0,45.0,61.0,6.21,10.0
2017-06-04 20:50:00,29.83,30.0,46.0,53.0,6.21,8.0
2017-06-04 21:50:00,29.8,32.0,45.0,61.0,6.21,10.0
2017-06-04 22:50:00,29.8,32.0,43.0,66.0,6.21,6.0
2017-06-04 23:50:00,29.77,32.0,41.0,70.0,6.21,7.0
2017-06-05 00:50:00,29.77,32.0,39.0,75.0,6.21,5.0
2017-06-05 01:50:00,29.74,32.0,36.0,87.0,6.21,0.0
2017-06-05 02:50:00,29.71,32.0,39.0,75.0,6.21,5.0
2017-06-05 03:50:00,29.71,32.0,41.0,70.0,6.21,1.0
2017-06-05 04:50:00,29.68,32.0,45.0,61.0,6.21,3.0
2017-06-05 05:50:00,29.65,32.0,45.0,61.0,6.21,3.0
2017-06-05 06:50:00,29.62,34.0,45.0,66.0,6.21,7.0
2017-06-05 07:50:00,29.59,34.0,46.0,62.0,6.21,6.0
2017-06-05 08:50:00,29.56,32.0,48.0,54.0,6.21,5.0
2017-06-05 09:50:00,29.53,32.0,48.0,54.0,6.21,6.0
2017-06-05 10:50:00,29.53,32.0,48.0,54.0,6.21,7.0
2017-06-05 11:50:00,29.5,32.0,48.0,54.0,6.21,5.0
2017-06-05 12:50:00,29.5,32.0,50.0,50.0,6.21,2.0
2017-06-05 13:50:00,29.47,30.0,50.0,47.0,6.21,10.0
2017-06-05 14:50:00,29.47,30.0,50.0,47.0,6.21,7.0
2017-06-05 15:50:00,29.47,32.0,48.0,54.0,6.21,6.0
2017-06-05 16:50:00,29.47,34.0,48.0,58.0,6.21,6.0
2017-06-05 17:50:00,29.47,32.0,48.0,54.0,6.21,6.0
2017-06-05 18:50:00,29.44,34.0,48.0,58.0,6.21,3.0
2017-06-05 19:50:00,29.44,34.0,48.0,58.0,6.21,7.0
2017-06-05 20:50:00,29.44,32.0,48.0,54.0,6.21,3.0
2017-06-05 21:50:00,29.44,34.0,48.0,58.0,6.21,6.0
2017-06-05 22:50:00,29.47,36.0,46.0,66.0,6.21,2.0
2017-06-05 23:50:00,29.47,34.0,45.0,66.0,6.21,0.0
2017-06-06 00:50:00,29.5,39.0,43.0,87.0,6.21,2.0
2017-06-06 01:50:00,29.53,39.0,41.0,93.0,6.21,0.0
2017-06-06 02:50:00,29.53,39.0,41.0,93.0,6.21,1.0
2017-06-06 03:50:00,29.56,39.0,41.0,93.0,6.21,2.0
2017-06-06 04:50:00,29.59,41.0,43.0,93.0,6.21,0.0
2017-06-06 05:50:00,29.62,41.0,45.0,87.0,6.21,5.0
2017-06-06 06:50:00,29.62,43.0,48.0,82.0,6.21,0.0
2017-06-06 07:50:00,29.65,41.0,52.0,67.0,6.21,0.0
2017-06-06 08:50:00,29.68,39.0,54.0,58.0,6.21,2.0
2017-06-06 09:50:00,29.71,41.0,54.0,63.0,6.21,6.0
2017-06-06 10:50:00,29.71,41.0,54.0,63.0,6.21,8.0
2017-06-06 11:50:00,29.74,41.0,54.0,63.0,6.21,11.0
2017-06-06 12:50:00,29.77,41.0,55.0,59.0,6.21,13.0
2017-06-06 13:50:00,29.77,41.0,55.0,59.0,6.21,11.0
2017-06-06 14:50:00,29.8,37.0,59.0,45.0,6.21,10.0
2017-06-06 15:50:00,29.83,36.0,61.0,39.0,6.21,6.0
2017-06-06 16:50:00,29.83,37.0,59.0,45.0,6.21,10.0
2017-06-06 17:50:00,29.83,37.0,61.0,42.0,6.21,7.0
2017-06-06 18:50:00,29.85,39.0,57.0,51.0,6.21,10.0
2017-06-06 19:50:00,29.88,41.0,57.0,55.0,6.21,14.0
2017-06-06 20:50:00,29.88,39.0,55.0,55.0,6.21,9.0
2017-06-06 21:50:00,29.91,39.0,54.0,58.0,6.21,8.0
2017-06-06 22:50:00,29.91,39.0,52.0,62.0,6.21,2.0
2017-06-06 23:50:00,29.91,41.0,50.0,71.0,6.21,0.0
2017-06-07 00:50:00,29.94,37.0,45.0,76.0,6.21,5.0
2017-06-07 01:50:00,29.94,37.0,46.0,71.0,6.21,2.0
2017-06-07 02:50:00,29.97,39.0,46.0,76.0,6.21,0.0
2017-06-07 03:50:00,29.97,39.0,48.0,71.0,6.21,3.0
2017-06-07 04:50:00,29.97,39.0,50.0,67.0,6.21,3.0
2017-06-07 05:50:00,29.97,41.0,57.0,55.0,6.21,5.0
2017-06-07 06:50:00,29.97,41.0,63.0,45.0,6.21,8.0
2017-06-07 07:50:00,29.97,39.0,64.0,40.0,6.21,5.0
2017-06-07 08:50:00,29.97,41.0,66.0,40.0,6.21,7.0
2017-06-07 09:50:00,30.0,39.0,66.0,37.0,6.21,8.0
2017-06-07 10:50:00,30.0,39.0,68.0,35.0,6.21,8.0
2017-06-07 11:50:00,30.0,41.0,70.0,35.0,6.21,5.0
2017-06-07 12:50:00,30.0,41.0,68.0,38.0,43.5,9.0
2017-06-07 13:50:00,30.0,39.0,70.0,33.0,43.5,8.0
2017-06-07 14:50:00,30.0,41.0,72.0,33.0,43.5,6.0
2017-06-07 15:50:00,30.0,41.0,72.0,33.0,43.5,6.0
2017-06-07 16:50:00,30.0,41.0,72.0,33.0,43.5,6.0
2017-06-07 17:50:00,30.0,39.0,70.0,33.0,43.5,6.0
2017-06-07 18:50:00,30.0,41.0,70.0,35.0,43.5,5.0
2017-06-07 19:50:00,30.0,41.0,68.0,38.0,43.5,2.0
2017-06-07 20:50:00,30.03,41.0,66.0,40.0,43.5,6.0
2017-06-07 21:50:00,30.03,39.0,59.0,48.0,43.5,2.0
2017-06-07 22:50:00,30.03,39.0,52.0,62.0,6.21,3.0
2017-06-07 23:50:00,30.03,37.0,48.0,66.0,6.21,2.0
2017-06-08 00:50:00,30.03,39.0,48.0,71.0,6.21,3.0
2017-06-08 01:50:00,30.03,37.0,46.0,71.0,6.21,2.0
2017-06-08 02:50:00,30.0,41.0,55.0,59.0,6.21,6.0
2017-06-08 03:50:00,30.0,39.0,55.0,55.0,6.21,0.0
2017-06-08 04:50:00,30.0,41.0,61.0,48.0,6.21,2.0
2017-06-08 05:50:00,30.0,41.0,64.0,43.0,6.21,2.0
2017-06-08 06:50:00,30.0,39.0,68.0,35.0,6.21,5.0
2017-06-08 07:50:00,30.0,39.0,68.0,35.0,6.21,3.0
2017-06-08 08:50:00,30.03,39.0,70.0,33.0,6.21,7.0
2017-06-08 09:50:00,30.03,39.0,70.0,33.0,6.21,8.0
2017-06-08 10:50:00,30.03,39.0,72.0,31.0,43.5,7.0
2017-06-08 11:50:00,30.0,37.0,73.0,27.0,43.5,3.0
2017-06-08 12:50:00,30.0,39.0,73.0,29.0,43.5,8.0
2017-06-08 13:50:00,30.0,41.0,73.0,31.0,43.5,9.0
2017-06-08 14:50:00,30.0,41.0,75.0,29.0,43.5,9.0
2017-06-08 15:50:00,29.97,41.0,75.0,29.0,43.5,9.0
2017-06-08 16:50:00,29.97,41.0,75.0,29.0,43.5,7.0
2017-06-08 17:50:00,29.97,39.0,75.0,27.0,43.5,5.0
2017-06-08 18:50:00,29.97,39.0,73.0,29.0,43.5,9.0
2017-06-08 19:50:00,29.97,39.0,72.0,31.0,43.5,7.0
2017-06-08 20:50:00,29.97,41.0,70.0,35.0,43.5,8.0
2017-06-08 21:50:00,29.97,39.0,61.0,45.0,43.5,2.0
2017-06-08 22:50:00,30.0,39.0,54.0,58.0,6.21,3.0
2017-06-08 23:50:00,30.0,37.0,50.0,62.0,6.21,3.0
2017-06-09 00:50:00,30.0,37.0,48.0,66.0,6.21,0.0
2017-06-09 01:50:00,30.0,37.0,48.0,66.0,6.21,0.0
2017-06-09 02:50:00,30.0,37.0,50.0,62.0,6.21,0.0
2017-06-09 03:50:00,30.0,39.0,54.0,58.0,6.21,2.0
2017-06-09 04:50:00,30.0,39.0,57.0,51.0,6.21,2.0
2017-06-09 05:50:00,30.0,41.0,61.0,48.0,43.5,3.0
2017-06-09 06:50:00,30.0,41.0,64.0,43.0,43.5,0.0
2017-06-09 07:50:00,30.0,41.0,68.0,38.0,43.5,5.0
2017-06-09 08:50:00,30.0,41.0,72.0,33.0,43.5,6.0
2017-06-09 09:50:00,29.97,41.0,75.0,29.0,43.5,5.0
2017-06-09 10:50:00,29.97,41.0,75.0,29.0,43.5,7.0
2017-06-09 11:50:00,29.97,41.0,75.0,29.0,43.5,9.0
2017-06-09 12:50:00,29.97,41.0,75.0,29.0,6.21,8.0
2017-06-09 13:50:00,29.97,43.0,77.0,30.0,6.21,5.0
2017-06-09 14:50:00,29.94,43.0,77.0,30.0,6.21,10.0
2017-06-09 15:50:00,29.94,43.0,77.0,30.0,6.21,10.0
2017-06-09 16:50:00,29.94,41.0,75.0,29.0,6.21,11.0
2017-06-09 17:50:00,29.94,43.0,75.0,31.0,6.21,10.0
2017-06-09 18:50:00,29.94,43.0,73.0,33.0,6.21,9.0
2017-06-09 19:50:00,29.94,41.0,72.0,33.0,6.21,5.0
2017-06-09 20:50:00,29.94,43.0,66.0,43.0,6.21,3.0
2017-06-09 21:50:00,29.94,41.0,61.0,48.0,6.21,1.0
2017-06-09 22:50:00,29.97,41.0,55.0,59.0,6.21,1.0
2017-06-09 23:50:00,29.97,39.0,50.0,67.0,6.21,3.0
2017-06-10 00:50:00,29.97,39.0,50.0,67.0,6.21,1.0
2017-06-10 01:50:00,29.97,41.0,48.0,76.0,6.21,0.0
2017-06-10 02:50:00,29.97,39.0,50.0,67.0,6.21,1.0
2017-06-10 03:50:00,29.97,41.0,54.0,63.0,6.21,2.0
2017-06-10 04:50:00,29.97,41.0,57.0,55.0,6.21,2.0
2017-06-10 05:50:00,29.94,41.0,61.0,48.0,6.21,2.0
2017-06-10 06:50:00,29.94,41.0,64.0,43.0,43.5,0.0
2017-06-10 07:50:00,29.94,43.0,66.0,43.0,6.21,3.0
2017-06-10 08:50:00,29.94,39.0,70.0,33.0,43.5,1.0
2017-06-10 09:50:00,29.91,41.0,72.0,33.0,43.5,3.0
2017-06-10 10:50:00,29.91,41.0,73.0,31.0,43.5,5.0
2017-06-10 11:50:00,29.91,41.0,73.0,31.0,6.21,8.0
2017-06-10 12:50:00,29.91,43.0,73.0,33.0,6.21,13.0
2017-06-10 13:50:00,29.91,43.0,73.0,33.0,6.21,10.0
2017-06-10 14:50:00,29.91,45.0,73.0,36.0,43.5,9.0
2017-06-10 15:50:00,29.88,45.0,73.0,36.0,6.21,10.0
2017-06-10 16:50:00,29.88,45.0,72.0,38.0,6.21,10.0
2017-06-10 17:50:00,29.88,45.0,70.0,40.0,6.21,8.0
2017-06-10 18:50:00,29.88,45.0,66.0,46.0,6.21,5.0
2017-06-10 19:50:00,29.88,45.0,66.0,46.0,6.21,6.0
2017-06-10 20:50:00,29.88,43.0,61.0,52.0,6.21,3.0
2017-06-10 21:50:00,29.88,41.0,55.0,59.0,6.21,2.0
2017-06-10 22:50:00,29.88,41.0,50.0,71.0,6.21,2.0
2017-06-10 23:50:00,29.88,41.0,46.0,82.0,6.21,0.0
2017-06-11 00:50:00,29.88,39.0,46.0,76.0,6.21,2.0
2017-06-11 01:50:00,29.88,41.0,46.0,82.0,6.21,1.0
2017-06-11 02:50:00,29.88,41.0,48.0,76.0,6.21,1.0
2017-06-11 03:50:00,29.88,43.0,54.0,67.0,6.21,0.0
2017-06-11 04:50:00,29.85,43.0,55.0,63.0,6.21,6.0
2017-06-11 05:50:00,29.85,41.0,57.0,55.0,6.21,8.0
2017-06-11 06:50:00,29.83,41.0,59.0,51.0,6.21,9.0
2017-06-11 07:50:00,29.8,41.0,61.0,48.0,6.21,9.0
2017-06-11 08:50:00,29.8,43.0,63.0,49.0,6.21,9.0
2017-06-11 09:50:00,29.8,43.0,64.0,46.0,43.5,9.0
2017-06-11 10:50:00,29.8,43.0,64.0,46.0,43.5,11.0
2017-06-11 11:50:00,29.77,43.0,68.0,40.0,43.5,11.0
2017-06-11 12:50:00,29.77,43.0,66.0,43.0,43.5,11.0
2017-06-11 13:50:00,29.77,43.0,66.0,43.0,43.5,11.0
2017-06-11 14:50:00,29.74,43.0,66.0,43.0,43.5,13.0
2017-06-11 15:50:00,29.74,43.0,66.0,43.0,43.5,11.0
2017-06-11 16:50:00,29.74,43.0,66.0,43.0,43.5,11.0
2017-06-11 17:50:00,29.71,43.0,66.0,43.0,43.5,13.0
2017-06-11 18:50:00,29.71,43.0,66.0,43.0,43.5,9.0
2017-06-11 19:50:00,29.71,41.0,64.0,43.0,43.5,9.0
2017-06-11 20:50:00,29.68,41.0,63.0,45.0,43.5,6.0
2017-06-11 21:50:00,29.68,41.0,61.0,48.0,43.5,6.0
2017-06-11 22:50:00,29.68,41.0,57.0,55.0,6.21,3.0
2017-06-11 23:50:00,29.68,39.0,55.0,55.0,6.21,5.0
2017-06-12 00:50:00,29.68,39.0,52.0,62.0,6.21,3.0
2017-06-12 01:50:00,29.68,37.0,55.0,51.0,6.21,6.0
2017-06-12 02:50:00,29.65,37.0,55.0,51.0,6.21,6.0
2017-06-12 03:50:00,29.65,37.0,55.0,51.0,6.21,8.0
2017-06-12 04:50:00,29.62,37.0,57.0,48.0,6.21,6.0
2017-06-12 05:50:00,29.62,39.0,59.0,48.0,43.5,10.0
2017-06-12 06:50:00,29.59,41.0,61.0,48.0,43.5,10.0
2017-06-12 07:50:00,29.59,39.0,61.0,45.0,6.21,15.0
2017-06-12 08:50:00,29.59,39.0,61.0,45.0,6.21,15.0
2017-06-12 09:50:00,29.56,39.0,64.0,40.0,6.21,14.0
2017-06-12 10:50:00,29.56,39.0,64.0,40.0,6.21,11.0
